"Id","SalePrice"
1461,110351.775140524
1462,156964.833660443
1463,178350.992943241
1464,191375.032186817
1465,204419.535136984
1466,172219.65275623
1467,178869.428137487
1468,164110.926061943
1469,209501.893097407
1470,114082.273812714
1471,188635.801111241
1472,98004.0506641236
1473,95696.0059684492
1474,146741.786508105
1475,117679.861011368
1476,341649.710828084
1477,253116.597825183
1478,297353.067913356
1479,303685.275821227
1480,428954.934729404
1481,334693.135984301
1482,227360.002789806
1483,177374.657348518
1484,168243.840630929
1485,200907.885615229
1486,194544.319418084
1487,319093.134566166
1488,240953.00226223
1489,187806.453328126
1490,220455.610252383
1491,194636.364703762
1492,93311.5493421221
1493,188838.038968421
1494,291682.515518605
1495,300348.269844145
1496,231257.438613511
1497,178387.887417719
1498,166257.597037631
1499,164612.888169775
1500,155719.388156789
1501,172815.67676417
1502,151960.980749276
1503,280645.203226355
1504,244027.639352651
1505,220839.122654626
1506,192916.204377478
1507,235060.212653249
1508,199280.40933394
1509,168335.665083535
1510,138787.723011343
1511,145866.552261115
1512,165183.379333691
1513,152543.195349117
1514,147719.876500829
1515,197046.371709331
1516,156353.001561155
1517,177659.494439505
1518,135909.068330349
1519,204114.535890577
1520,124134.934535381
1521,126202.004135884
1522,172911.588461055
1523,110953.189321103
1524,132419.848499841
1525,118247.529112675
1526,119765.575008532
1527,109043.750838
1528,140402.636408978
1529,144052.111649342
1530,181069.308136019
1531,124793.825189495
1532,97666.5728887011
1533,144107.49581847
1534,128748.809289401
1535,140302.343493381
1536,111331.667255929
1537,61706.9251576633
1538,157403.036773628
1539,205197.37194196
1540,107377.716892035
1541,144567.194251573
1542,129509.610118878
1543,179283.332297093
1544,84217.3075997386
1545,122503.472063417
1546,135646.240213992
1547,129151.397477375
1548,131760.956437954
1549,112371.964640152
1550,129032.077109401
1551,111680.171049359
1552,128084.176729757
1553,139097.538973331
1554,119845.646125069
1555,160711.443816529
1556,100388.233920534
1557,106010.871671875
1558,96967.7115129085
1559,86059.4467926212
1560,140769.53507288
1561,118334.797005328
1562,128587.32214593
1563,116296.987741481
1564,161528.374388428
1565,144282.535934354
1566,239231.992079162
1567,75712.5661664041
1568,223639.127972024
1569,120649.795123423
1570,150795.681699703
1571,124880.311181158
1572,135508.839961834
1573,221059.41782488
1574,119483.299532314
1575,212932.089899076
1576,247738.435518106
1577,180747.941969181
1578,155530.560755504
1579,147272.714726311
1580,196258.268691282
1581,158768.156776004
1582,128008.029381699
1583,283009.041057038
1584,208328.180557562
1585,141395.885794657
1586,62390.8724415492
1587,107401.075799315
1588,144607.586946611
1589,94539.4834518961
1590,140523.805116041
1591,90434.0834977278
1592,116504.34827661
1593,123553.860789065
1594,127691.843603517
1595,107828.967793401
1596,220210.822093787
1597,191562.364895435
1598,238870.934584701
1599,178938.89186058
1600,175760.740866763
1601,60068.9853637797
1602,111131.731537087
1603,93096.9069522946
1604,244820.449044813
1605,256333.65920433
1606,172507.151389703
1607,181221.129115984
1608,223175.502775079
1609,179666.800358298
1610,151927.708003298
1611,146289.644502206
1612,175133.724472125
1613,158999.362772363
1614,123124.321629733
1615,93432.7364783258
1616,79489.8754740961
1617,93220.0581683862
1618,121956.384880418
1619,139705.647012313
1620,156982.906715252
1621,142186.63155369
1622,136084.890339652
1623,261151.95525246
1624,211417.195322775
1625,116513.178253031
1626,163733.302705769
1627,183267.091242767
1628,281400.857042386
1629,194783.496511694
1630,336165.850277883
1631,233700.420245868
1632,251857.742169838
1633,181293.53581882
1634,188114.859887745
1635,183991.265745081
1636,158846.797949002
1637,187154.985544168
1638,195202.474772309
1639,180505.781430716
1640,258160.486217451
1641,183669.799141168
1642,231560.25640034
1643,217103.587360151
1644,237548.9425529
1645,189081.45142258
1646,160957.711077599
1647,165510.947386531
1648,128951.661963712
1649,145284.775303515
1650,113648.147202973
1651,121362.972236814
1652,102359.961548817
1653,105447.421421398
1654,144126.167350397
1655,140378.587024891
1656,142019.975311502
1657,144400.352403284
1658,142508.977723961
1659,117869.42866617
1660,149442.695777267
1661,396179.50310872
1662,383315.814488067
1663,353080.585349768
1664,428456.816437022
1665,294616.222890413
1666,335034.330621406
1667,365907.333606605
1668,322651.933672596
1669,310621.284291677
1670,332221.888819764
1671,251385.158090231
1672,374923.532230838
1673,290369.0307128
1674,250583.197951081
1675,198748.365709128
1676,198903.076969615
1677,223871.12492558
1678,424245.140075192
1679,362524.19932834
1680,310571.654329056
1681,243078.283627817
1682,322290.068707682
1683,190507.797300275
1684,177209.935296834
1685,175416.737106044
1686,177937.767199525
1687,179839.968242048
1688,190190.854425123
1689,193128.944655042
1690,202539.246595534
1691,191457.85439098
1692,278768.708764983
1693,178406.262843694
1694,186076.224428933
1695,171365.559222329
1696,258493.248426274
1697,173927.880158643
1698,340177.894779373
1699,309673.124846573
1700,244971.271538661
1701,276503.251716166
1702,236226.015769112
1703,241905.013962326
1704,279497.565564833
1705,243974.047922707
1706,371846.143275343
1707,209373.114095774
1708,191793.9550095
1709,263802.915405001
1710,224238.026798582
1711,279010.657044145
1712,243483.785132254
1713,254070.845396958
1714,219604.658508269
1715,211885.673466596
1716,181514.976257721
1717,181950.038972238
1718,140323.142561603
1719,203524.221049043
1720,236814.027474833
1721,160940.327381715
1722,126581.880311841
1723,153761.33176895
1724,203671.763184939
1725,233133.443847848
1726,189686.409623899
1727,161829.042985975
1728,173072.948847816
1729,168752.886437891
1730,168801.717258459
1731,124164.101309745
1732,122258.862893444
1733,109650.754659991
1734,117381.155949433
1735,127383.212993397
1736,109322.76662225
1737,325553.220518513
1738,257746.417772809
1739,245928.718241549
1740,200030.676858089
1741,183380.782037193
1742,172895.987968044
1743,180385.716990842
1744,284096.812481184
1745,209720.507092912
1746,205515.710466467
1747,217508.466689655
1748,207752.878490134
1749,145393.102834518
1750,133772.825372702
1751,256687.847708891
1752,114338.916225913
1753,145522.525989531
1754,193689.54409644
1755,177449.778059133
1756,126827.763290142
1757,117843.87775754
1758,146295.496583509
1759,177254.270143674
1760,159681.520408483
1761,144906.782520799
1762,170640.111191292
1763,194016.169842098
1764,117332.891156879
1765,145128.48686298
1766,173841.189301976
1767,213763.098387856
1768,137476.859113819
1769,181609.311538201
1770,149620.073192963
1771,125466.001454896
1772,134319.553953396
1773,123085.058349861
1774,148670.596327458
1775,145758.150915037
1776,125224.6145461
1777,108410.998408516
1778,142279.814982575
1779,114188.466492481
1780,176718.142579261
1781,129617.477282411
1782,82385.0707794183
1783,132591.573221487
1784,104227.358089707
1785,116194.389583607
1786,148543.719700058
1787,172324.996754445
1788,56330.2683582888
1789,100295.877254521
1790,80007.1441584848
1791,188026.490940707
1792,159746.27107367
1793,139148.603037438
1794,161248.234122814
1795,134992.244718162
1796,142086.418107763
1797,114101.613747144
1798,123089.511619845
1799,111939.559659788
1800,141312.67681317
1801,120495.713090372
1802,140731.441526042
1803,151790.251929232
1804,149125.144925958
1805,139044.037401057
1806,127566.684701487
1807,137363.692122912
1808,134262.823887259
1809,119252.023572438
1810,133829.482539542
1811,98659.848382975
1812,95567.8978145698
1813,122807.117650007
1814,90128.6901545907
1815,51891.9154833771
1816,101618.79285308
1817,106984.480064369
1818,148214.436489582
1819,122453.292370495
1820,69406.2978068133
1821,122373.740652433
1822,156041.420669118
1823,57733.9640011743
1824,129885.121552395
1825,130176.907171062
1826,108293.632442475
1827,103353.805568861
1828,130865.034896711
1829,126602.819330149
1830,145174.419628165
1831,167721.152769424
1832,86548.1740750353
1833,141568.014865311
1834,122410.50105694
1835,117151.853925432
1836,125960.5271269
1837,91469.9773361872
1838,130892.482903493
1839,95121.9619890706
1840,136412.089690659
1841,134449.451023948
1842,91766.5745311171
1843,129762.831251214
1844,149488.924815201
1845,145277.136051486
1846,152407.240839001
1847,171171.75161015
1848,53944.5540011779
1849,117679.66270446
1850,116313.157215749
1851,157282.163451629
1852,125349.468218166
1853,126597.21487009
1854,177888.33713304
1855,180400.615299642
1856,223056.614563448
1857,159176.872481208
1858,135074.063207193
1859,128773.83538355
1860,147391.465389633
1861,127981.56749117
1862,317511.366460625
1863,295648.064766453
1864,295754.573825073
1865,315331.030299664
1866,306937.597456786
1867,225939.07932024
1868,276585.786823511
1869,199371.052909765
1870,226719.534453244
1871,264234.097594105
1872,175370.002787078
1873,237338.489858363
1874,144701.983161582
1875,197097.089729877
1876,194797.748483924
1877,206241.868183088
1878,205817.290303018
1879,129977.368804311
1880,132370.306910649
1881,238579.395254548
1882,240550.440135801
1883,188734.592123172
1884,199937.044544736
1885,233221.791394113
1886,278165.08404074
1887,207148.768082528
1888,258922.131587652
1889,167525.519865579
1890,124298.707287898
1891,142712.228714286
1892,92787.8838770697
1893,130221.025363067
1894,126889.731861942
1895,139985.36570632
1896,125474.797853564
1897,111815.687779464
1898,121328.73400334
1899,166161.431114663
1900,157682.608986739
1901,174129.96639093
1902,139043.139067503
1903,216775.898426048
1904,142710.408917177
1905,191407.219612371
1906,146630.655905922
1907,205408.81283027
1908,109609.352618738
1909,135064.482307514
1910,121743.929913695
1911,221267.287582032
1912,338569.908157397
1913,132272.243409459
1914,69152.3482912162
1915,263991.288661625
1916,64313.468396439
1917,254649.433372325
1918,142388.761152098
1919,188772.023539843
1920,170075.66220229
1921,328988.982890959
1922,298753.620187745
1923,242620.825094315
1924,219526.301595944
1925,199375.890000428
1926,329718.105779115
1927,136342.74867188
1928,152998.443495085
1929,130758.238174615
1930,140095.767309909
1931,145124.94093703
1932,144027.713418961
1933,168420.202277921
1934,173516.806692967
1935,169045.164980343
1936,186275.403621336
1937,184868.734822716
1938,177885.062850516
1939,266442.101364517
1940,196465.641543498
1941,172656.346216301
1942,194124.955135509
1943,231729.352792189
1944,351061.238710988
1945,368698.416638177
1946,150130.504673938
1947,295995.196450551
1948,175041.396074825
1949,227207.146012695
1950,193614.951467535
1951,244144.391253626
1952,207451.030009211
1953,172099.164868598
1954,206373.224371792
1955,138862.614730692
1956,303003.570008533
1957,157292.350707817
1958,285374.197133359
1959,154035.980166408
1960,114468.871195416
1961,120178.828820147
1962,96847.6202270018
1963,103413.189735087
1964,104800.324500339
1965,146250.683951437
1966,145510.403144443
